x,y,z
506899.15,5258913.17,287
506295.69,5265022.88,60
512686.39,5263510.09,447
512770.93,5263853.71,369
512768.51,5265231.92,274
505758.09,5263575.45,8
510521.96,5262713.02,54
507776.21,5260600.51,309
505793.74,5261620.91,107
506460.99,5263139.08,30
511428.72,5263182.3,251
511623.38,5266438.47,43
508102.65,5261015,245
505575.65,5259080.38,134
510829,5259530.53,202
514060.65,5261575.17,294
510519.21,5265366.81,50
507167.66,5266362.09,401
509616.98,5262843.78,46
507587.92,5259998.64,370
514774.57,5259267.05,254
507084.14,5259341.63,310
510964.47,5267491.93,257
510739.85,5266115.71,87
510708.94,5262587.16,110
506885.31,5262636.15,50
506840.98,5261375.21,180
506553.91,5258767.99,172
509674.36,5260015.86,201
509025.7,5263797.46,0
509065.48,5267618.53,416
514369.19,5267442.58,0
507965.97,5264351.09,87
510655.2,5266667.6,174
511804.85,5259314.27,180
513144.27,5265047.31,344
510983.33,5262240.77,129
515242.2,5261307.18,559
512627.08,5266595.38,0
514101.9,5262338.2,318
507473.17,5264930.05,204
512871.11,5261176.59,109
511914.03,5265617.44,0
506236.98,5266299.48,251
508339.53,5264841.1,113
505567.33,5264293.95,0
506435.83,5263784.19,32
513698.59,5267723.21,4
513429.19,5266766.29,0
510674.21,5258486.42,309
512690.47,5260904.65,79
513480.84,5266793.72,0
508707.28,5262824,138
512435.99,5261702.07,230
506938.38,5262586.53,54
507121.36,5266376.6,394
512025.67,5259685.87,192
513805.72,5266411.46,59
505697.01,5267772.49,134
506648.82,5262146.49,166
507052.48,5266145.54,469
505614.24,5258890.93,139
512032.65,5266903.53,53
511289.47,5262288.08,215
508197.33,5267233.05,550
514056.44,5264509.52,472
508775.83,5258545.94,120
